account_id,owner_id,owner_type,institution_id,account_type,currency,opened_at,closed_at,status,average_balance,city,country
ACC0000981,P005356,Person,BNK015,Fixed Deposit,ETB,2025-01-30,,Closed,5028,Addis Ababa,Ethiopia
ACC0000982,P093173,Person,BNK014,Mobile Money,ETB,2024-08-06,,Active,11237,Hawassa,Ethiopia
ACC0000983,P025522,Person,BNK006,Mobile Money,ETB,2025-07-25,,Active,16389,Jijiga,Ethiopia
ACC0000984,C06372,Company,BNK001,Mobile Money,ETB,2023-03-21,,Active,13743,Hawassa,Ethiopia
ACC0000985,P014997,Person,BNK005,Business,ETB,2024-01-25,,Closed,197172,Addis Ababa,Ethiopia
ACC0000986,P006558,Person,BNK012,Business,ETB,2024-11-14,,Closed,13509,Addis Ababa,Ethiopia
ACC0000987,P094496,Person,BNK016,Current,ETB,2023-06-11,2024-12-21,Closed,5814,Addis Ababa,Ethiopia
ACC0000988,P073375,Person,BNK004,Mobile Money,ETB,2023-10-27,,Active,43271,Jimma,Ethiopia
ACC0000989,P025755,Person,BNK003,Fixed Deposit,ETB,2025-03-29,,Active,23243,Shashamane,Ethiopia
ACC0000990,P068150,Person,BNK017,Fixed Deposit,EUR,2025-11-28,,Active,5918,Dessie,Ethiopia
ACC0000991,P072132,Person,BNK013,Savings,ETB,2022-11-09,,Active,58813,Hosaena,Ethiopia
ACC0000992,P017792,Person,BNK010,Savings,ETB,2024-03-10,,Active,4282,Arba Minch,Ethiopia
ACC0000993,P031847,Person,BNK004,Business,ETB,2025-01-23,,Active,47392,Addis Ababa,Ethiopia
ACC0000994,P008630,Person,BNK006,Current,ETB,2025-10-08,,Active,5791,Addis Ababa,Ethiopia
ACC0000995,P066694,Person,BNK006,Fixed Deposit,ETB,2024-12-10,,Active,5589,Hawassa,Ethiopia
ACC0000996,P092017,Person,BNK012,Fixed Deposit,EUR,2025-09-19,2025-11-05,Closed,5526,Nekemte,Ethiopia
ACC0000997,P084585,Person,BNK002,Current,ETB,2023-07-04,,Active,43823,Adama,Ethiopia
ACC0000998,P027821,Person,BNK018,Fixed Deposit,AED,2024-05-27,,Closed,20491,Jimma,Ethiopia
ACC0000999,P032122,Person,BNK011,Fixed Deposit,ETB,2022-01-07,,Active,3769,Addis Ababa,Ethiopia
ACC0001000,P091920,Person,BNK020,Fixed Deposit,ETB,2023-07-12,,Active,8238,Addis Ababa,Ethiopia
